id,length,start_time,trip_time,edge_start,edge_end
3981,4.53,975.9,8.9,5_1,1_8
3983,1.87,976.3,4.7,5_1,node1
3992,4.74,979.0,50.6,5_1,3_4
3996,4.84,979.9,9.7,5_1,1_8
4000,4.69,980.1,9.7,5_1,1_8
4008,4.99,982.8,123.8,4_3,2_6
4011,4.8,983.2,8.8,5_1,1_8
4012,4.79,983.3,116.8,5_1,2_3
4017,4.52,984.4,64.4,5_1,1_8
4022,4.23,985.8,65.1,5_1,1_8
4025,4.88,986.4,126.0,5_1,3_4
4028,4.62,987.0,121.9,4_3,2_6
4029,6.01,987.2,215.0,7_3,1_8
4030,4.52,987.3,62.4,5_1,1_8
4037,4.84,988.1,65.9,5_1,1_8
4040,4.36,988.8,114.0,5_1,2_3
4041,5.26,989.4,62.7,5_1,1_8
4053,5.03,992.3,113.7,5_1,2_3
4054,5.17,993.1,67.0,10_3,3_7
4055,4.91,993.1,37.2,7_3,1_0
4061,4.65,993.9,62.6,5_1,1_8
4063,4.65,994.1,123.0,5_1,3_4
4069,4.87,995.1,66.5,10_3,3_7
4081,4.15,999.0,118.9,5_1,3_4
4082,2.22,999.3,58.8,5_1,1_8
4083,4.99,999.5,68.4,10_3,3_4
4097,5.09,1002.5,27.9,0_1,2_3
4098,4.93,1003.0,41.5,9_2,3_4
4105,5.65,1004.9,120.4,9_2,1_8
4106,4.66,1005.0,54.9,7_3,3_10
4111,4.74,1005.4,45.5,9_2,2_6
4117,11.79,1007.1,36.0,9_2,node2
4119,4.92,1007.3,41.9,9_2,2_6
4125,4.73,1008.5,45.1,9_2,2_6
4128,4.81,1009.6,58.4,10_3,3_7
4130,5.0,1009.8,22.8,4_3,3_10
4134,4.88,1011.4,51.2,7_3,3_10
4137,4.72,1011.7,39.4,9_2,2_6
4143,4.88,1012.8,65.8,9_2,2_6
4144,9.13,1012.8,35.5,9_2,node2
4145,5.24,1012.9,98.3,4_3,2_6
4146,4.88,1013.0,40.1,9_2,2_6
4147,5.13,1013.0,11.2,2_3,3_4
4153,5.22,1014.3,10.1,2_3,3_4
4155,4.26,1014.4,66.9,10_3,3_4
4163,6.12,1015.9,97.8,7_3,2_6
4164,4.68,1015.9,38.5,9_2,2_6
4165,5.36,1016.0,39.4,9_2,2_6
4167,4.71,1016.5,77.0,9_2,3_4
4168,4.98,1016.8,20.1,4_3,3_10
4175,5.05,1018.0,43.2,9_2,2_6
4178,5.02,1018.5,37.2,9_2,2_6
4184,4.7,1020.6,37.6,9_2,2_6
4185,4.81,1020.7,36.6,9_2,2_6
4199,4.82,1024.6,58.2,7_3,3_4
4205,4.74,1025.9,12.8,2_3,3_4
4208,3.92,1026.8,33.2,9_2,2_6
4210,5.09,1027.8,12.6,2_3,3_4
4217,5.08,1029.4,54.8,7_3,3_4
4223,5.1,1030.6,11.5,2_3,3_4
4231,4.92,1032.3,95.8,0_1,2_6
4238,5.43,1033.4,15.2,4_3,3_10
4249,5.08,1037.6,87.6,4_3,1_0
4252,4.99,1040.4,76.2,4_3,2_6
4255,12.14,1041.8,29.2,node2,2_6
4257,3.69,1042.0,20.4,5_1,1_8
4263,11.77,1043.1,16.1,9_2,node2
4270,4.49,1045.3,13.9,9_2,2_6
4271,4.97,1045.6,139.3,4_3,2_1
4273,4.44,1045.7,18.4,9_2,2_6
4275,4.84,1045.8,14.3,5_1,1_8
4280,4.15,1046.3,16.4,9_2,2_6
4281,4.35,1046.8,15.8,5_1,1_8
4286,3.99,1047.8,13.7,5_1,1_8
4287,7.75,1047.8,9.7,node2,2_6
4288,4.64,1047.9,20.3,9_2,2_3
4295,4.91,1049.4,75.9,0_1,3_4
4296,4.39,1049.5,17.4,9_2,2_6
4299,4.46,1050.4,13.1,5_1,1_8
4300,4.77,1050.7,14.3,5_1,1_8
4302,4.19,1051.1,16.5,7_3,3_10
4306,4.73,1051.3,15.3,9_2,2_6
4310,4.14,1052.7,13.9,9_2,2_6
4311,4.35,1052.8,13.0,5_1,1_8
4313,4.54,1053.0,15.1,9_2,2_6
4317,5.05,1053.3,67.1,5_1,3_4
4323,4.85,1054.5,15.4,5_1,1_8
4324,4.98,1054.6,77.0,0_1,2_6
4327,4.24,1055.3,12.7,5_1,1_8
4328,4.34,1055.3,15.0,9_2,2_6
4329,3.65,1055.3,14.4,9_2,2_6
4335,5.09,1056.9,43.4,4_3,3_7
4336,4.5,1057.1,8.6,9_2,2_6
4337,4.83,1057.2,13.6,5_1,1_8
4338,4.97,1057.4,134.3,4_3,1_0
4343,4.83,1057.9,24.9,9_2,2_1
4346,4.71,1058.2,13.1,5_1,1_8
4349,4.83,1058.8,13.1,9_2,2_6
4352,4.45,1059.1,17.0,10_3,3_7
4354,12.3,1059.2,30.4,node2,2_6
4358,5.24,1059.7,60.0,4_3,2_6
4359,4.59,1059.9,20.0,9_2,2_6
4361,8.29,1060.4,4.7,9_2,node2
4366,4.56,1060.7,13.1,7_3,3_10
4367,4.41,1060.8,11.7,5_1,1_8
4368,4.79,1060.8,36.5,9_2,3_4
4373,4.47,1061.9,14.4,5_1,1_8
4374,4.9,1062.1,16.6,10_3,3_7
4380,4.59,1062.8,12.7,9_2,2_6
4381,4.43,1063.1,20.2,9_2,2_6
4383,4.15,1063.5,11.1,5_1,1_8
4384,4.21,1063.5,10.0,9_2,2_6
4386,7.49,1064.4,9.1,node2,2_6
4387,4.31,1064.5,14.0,5_1,1_8
4389,5.04,1064.6,26.8,9_2,3_4
4390,4.71,1064.6,11.9,9_2,2_6
4391,5.81,1064.8,43.3,10_3,3_4
4392,4.86,1065.1,13.9,9_2,2_6
4393,5.06,1065.2,53.4,5_1,3_4
4395,4.75,1066.0,20.1,9_2,2_6
4396,3.98,1066.1,12.1,5_1,1_0
4397,5.06,1066.5,32.8,9_2,3_4
4400,4.74,1067.5,81.1,10_3,3_7
4401,4.51,1067.7,13.5,9_2,2_6
4403,4.79,1067.9,31.7,9_2,1_0
4404,4.05,1068.0,13.4,5_1,1_8
4405,4.23,1068.0,12.0,5_1,1_8
4406,4.1,1068.1,12.7,9_2,2_6
4408,5.03,1068.3,26.2,9_2,3_4
4409,4.84,1068.4,27.0,2_3,3_4
4413,4.61,1069.1,14.1,9_2,2_6
4416,4.75,1069.4,51.8,5_1,3_4
4419,4.72,1069.7,18.7,9_2,2_6
4421,4.5,1070.0,10.7,5_1,1_8
4425,4.7,1070.6,12.2,9_2,2_6
4428,4.49,1071.3,13.1,5_1,1_8
4429,4.54,1071.4,13.4,9_2,2_6
4430,4.36,1071.6,11.1,5_1,1_8
4434,4.78,1072.1,20.2,9_2,2_6
4436,4.68,1072.2,39.8,5_1,2_3
4440,4.65,1073.1,12.0,9_2,2_6
4442,4.59,1073.4,13.2,9_2,2_6
4443,4.7,1073.5,62.6,5_1,1_8
4447,4.15,1073.9,9.3,5_1,1_0
4449,4.76,1074.3,11.9,9_2,2_6
4451,4.99,1074.5,21.2,9_2,2_6
4454,11.55,1074.9,7.2,9_2,node2
4457,4.77,1075.4,114.7,5_1,2_3
4458,4.9,1075.5,63.4,5_1,1_8
4460,4.34,1076.0,14.7,9_2,2_6
4466,4.62,1077.6,61.7,5_1,1_8
4469,4.38,1077.9,14.4,9_2,2_6
4470,4.6,1078.0,15.2,9_2,2_6
4471,4.68,1078.3,134.3,5_1,3_10
4472,5.27,1078.4,23.9,9_2,3_4
4475,4.81,1079.5,61.8,9_2,2_6
4477,4.51,1079.9,14.7,9_2,2_6
4480,4.71,1080.2,13.7,9_2,2_6
4481,5.88,1080.3,124.1,5_1,3_4
4484,5.08,1080.7,45.7,0_1,3_4
4485,5.19,1081.0,102.3,9_2,3_4
4486,12.41,1081.1,33.7,node2,2_6
4493,5.05,1082.7,60.4,5_1,1_8
4498,5.01,1083.8,59.8,9_2,2_6
4500,4.69,1084.4,57.7,5_1,1_8
4511,4.69,1086.2,59.9,5_1,1_8
4512,4.84,1086.4,20.0,4_3,3_7
4514,5.04,1086.7,108.6,7_3,2_6
4516,4.63,1087.1,76.7,5_1,1_8
4520,4.61,1088.0,59.4,9_2,2_6
4528,4.09,1090.0,60.1,5_1,1_8
4537,4.94,1091.7,32.9,4_3,2_6
4547,4.73,1094.4,50.7,5_1,1_8
4568,4.99,1099.3,11.2,0_1,1_8
4572,5.11,1100.2,11.2,2_3,3_4
4578,4.78,1101.2,52.7,7_3,3_10
4587,4.68,1103.0,11.0,2_3,3_4
4594,5.31,1104.5,92.9,7_3,2_6
4596,2.23,1105.0,40.9,5_1,1_8
4600,5.13,1106.1,9.0,2_3,3_4
4608,13.25,1107.0,45.6,10_3,3_7
4613,4.89,1108.2,113.1,0_1,3_4
4627,4.76,1112.1,10.4,2_3,3_4
4628,4.81,1112.1,100.3,4_3,1_8
4630,5.01,1112.2,117.4,0_1,3_10
4637,5.02,1113.6,25.7,9_2,2_6
4638,4.64,1113.7,28.6,9_2,2_6
4642,4.85,1114.2,70.2,9_2,3_4
4644,4.82,1114.6,46.6,10_3,3_4
4648,4.84,1115.2,79.6,9_2,1_0
4651,4.42,1116.3,30.9,9_2,2_6
4653,6.0,1117.0,68.3,9_2,3_4
4659,11.78,1118.3,17.0,9_2,node2
4668,5.17,1119.7,32.0,9_2,2_6
4669,5.2,1119.7,32.4,9_2,2_6
4673,6.05,1120.1,34.5,9_2,2_6
4681,10.45,1122.5,16.0,9_2,node2
4688,6.02,1124.9,13.8,4_3,3_7
4701,5.02,1127.9,79.2,4_3,2_6
4703,4.07,1128.3,32.3,9_2,2_6
4710,4.57,1129.8,66.0,5_1,2_3
4714,4.0,1130.3,23.6,5_1,1_8
4721,4.72,1131.7,25.6,9_2,2_6
4724,5.13,1132.2,55.0,4_3,3_7
4730,9.87,1133.9,10.6,node2,2_6
4731,5.23,1134.2,8.0,9_2,node2
4737,4.45,1135.3,19.3,9_2,2_6
4740,3.56,1136.0,11.9,5_1,1_8
4745,4.64,1136.4,20.0,5_1,1_8
4748,5.35,1137.1,78.9,4_3,1_8
4751,10.37,1137.2,12.3,node2,2_6
4752,4.73,1137.3,25.6,9_2,2_6
4757,4.78,1137.9,20.4,9_2,2_6
4758,5.24,1138.0,55.2,4_3,3_7
4761,4.13,1138.6,15.8,9_2,2_6
4763,4.41,1139.0,9.6,5_1,1_8
4764,4.61,1139.1,20.5,5_1,1_8
4768,4.58,1140.3,19.7,9_2,2_6
4769,4.55,1140.7,24.4,9_2,2_6
4773,4.63,1141.6,10.1,5_1,1_8
4774,4.92,1141.6,15.1,node2,2_6
4775,4.69,1141.6,72.6,5_1,3_4
4779,5.5,1141.8,75.7,4_3,1_8
4780,4.7,1141.8,26.9,7_3,10_3
4781,4.72,1141.9,15.5,9_2,2_6
4783,4.98,1142.1,20.2,5_1,1_8
4785,4.43,1142.3,20.4,9_2,2_6
4790,5.0,1143.2,52.8,0_1,1_8
4791,4.36,1143.6,10.4,5_1,1_8
4792,4.41,1143.7,20.6,9_2,2_6
4796,4.63,1144.1,15.8,9_2,2_6
4799,4.64,1144.8,21.8,5_1,1_8
4801,4.88,1144.9,19.9,9_2,2_6
4803,4.25,1145.8,9.8,5_1,1_8
4805,5.13,1145.9,143.5,4_3,1_8
4807,5.08,1146.3,22.4,7_3,3_4
4811,4.41,1147.1,22.3,9_2,2_6
4812,4.5,1147.1,19.9,9_2,2_6
4816,4.27,1147.5,22.0,5_1,1_8
4817,4.58,1147.7,137.6,4_3,1_0
4824,5.13,1148.9,141.7,4_3,1_8
4826,4.8,1149.2,14.0,10_3,3_7
4827,4.55,1149.2,11.7,5_1,1_8
4828,4.66,1149.3,12.9,5_1,1_8
4836,4.5,1150.8,19.1,7_3,10_3
4837,4.65,1151.1,20.4,5_1,1_8
4840,4.65,1151.4,141.5,4_3,1_8
4842,5.19,1151.8,134.3,0_1,3_10
4845,4.62,1152.2,12.5,5_1,1_8
4851,4.64,1153.0,20.3,5_1,1_8
4852,4.63,1153.0,58.2,9_2,1_8
4857,3.66,1153.9,16.1,5_1,1_8
4858,4.87,1154.2,11.7,5_1,1_8
4861,5.14,1155.4,11.2,10_3,3_7
4862,5.26,1155.5,43.1,4_3,3_7
4863,4.77,1155.5,20.4,5_1,1_8
4872,5.02,1156.9,59.8,0_1,3_4
4875,4.63,1157.2,20.6,5_1,1_8
4876,4.84,1157.2,12.3,5_1,1_8
4877,5.8,1157.2,60.4,5_1,3_4
4887,4.66,1159.3,12.7,5_1,1_8
4892,4.55,1159.9,66.9,5_1,1_8
4895,3.96,1160.7,55.6,4_3,2_6
4899,4.19,1161.2,13.5,5_1,1_8
4900,4.0,1161.9,12.2,5_1,1_8
4909,4.66,1163.3,67.6,5_1,1_8
4913,4.63,1164.2,11.8,5_1,1_8
4914,5.05,1164.2,55.6,5_1,3_4
4925,4.98,1166.4,68.4,5_1,1_8
4926,4.48,1166.5,61.1,5_1,1_8
4930,4.31,1166.9,8.4,9_2,2_6
4933,4.36,1167.0,9.5,9_2,2_6
4934,4.83,1167.5,62.4,5_1,1_8
4938,4.86,1168.2,77.6,7_3,3_4
4940,4.48,1168.5,67.7,5_1,1_8
4942,5.0,1168.7,10.2,9_2,2_6
4943,4.43,1168.8,9.6,9_2,2_6
4945,4.47,1169.2,10.0,9_2,2_6
4946,4.58,1169.3,112.3,5_1,2_3
4947,5.23,1169.3,24.9,9_2,3_4
4952,5.1,1170.2,69.0,10_3,3_7
4956,4.69,1170.5,9.4,9_2,2_6
4960,6.11,1171.4,14.6,9_2,2_6
4962,4.51,1171.8,10.2,9_2,2_6
4963,4.99,1171.8,59.7,5_1,1_8
4967,4.59,1172.3,122.5,4_3,1_8
4969,4.54,1172.7,14.0,5_1,1_0
4970,5.58,1172.8,10.9,9_2,2_6
4973,5.03,1173.3,48.6,9_2,3_4
4974,4.68,1173.3,117.8,5_1,3_4
4975,4.11,1173.4,65.4,5_1,1_8
4978,4.0,1173.8,38.5,0_1,2_6
4979,4.57,1173.9,55.4,9_2,2_6
4980,4.9,1173.9,55.5,9_2,2_6
4988,4.96,1175.6,111.0,9_2,1_0
4991,4.6,1175.7,54.1,9_2,2_6
4996,4.86,1176.3,55.4,9_2,2_6
4997,5.24,1176.6,119.2,5_1,3_4
5002,5.3,1177.6,54.9,9_2,2_6
5004,6.33,1177.8,94.5,9_2,3_4
5011,4.85,1178.8,55.5,9_2,2_6
5016,4.8,1180.4,105.5,9_2,3_4
5017,5.21,1180.4,54.2,9_2,2_6
5020,4.8,1180.5,54.6,5_1,1_8
5028,4.63,1181.2,56.3,9_2,2_6
5031,4.64,1181.7,55.3,9_2,2_6
5037,4.49,1182.7,45.6,9_2,2_3
5043,5.93,1183.7,52.8,5_1,1_8
5049,5.24,1184.5,55.3,9_2,2_6
5052,4.68,1185.4,22.5,2_1,1_8
5062,4.79,1186.9,16.4,4_3,3_7
5069,4.56,1188.0,52.2,9_2,2_6
5070,4.7,1188.1,53.8,9_2,2_6
5082,5.06,1189.8,30.1,4_3,2_6
5083,4.97,1190.2,10.9,2_3,3_4
5091,5.01,1192.3,305.1,4_3,2_6
5096,4.45,1194.5,110.4,0_1,3_10
5101,4.93,1195.9,9.8,2_3,3_4
5108,5.82,1197.9,102.1,4_3,1_8
5114,5.11,1199.2,106.8,0_1,3_4
5128,4.7,1202.0,89.9,10_3,2_6
5136,5.03,1204.0,38.2,10_3,3_4
5158,5.33,1208.1,32.6,7_3,3_10
5159,4.85,1208.3,68.5,9_2,3_4
5168,4.8,1210.0,166.7,10_3,2_6
5169,5.32,1210.1,92.5,7_3,1_8
5194,5.12,1215.4,72.4,4_3,2_6
5210,5.12,1219.5,28.0,7_3,3_10
5217,5.16,1220.5,22.2,10_3,3_4
5219,4.88,1221.2,28.4,5_1,1_8
5224,4.74,1221.8,14.5,9_2,2_6
5227,5.22,1223.1,58.2,9_2,3_4
5234,4.6,1225.2,12.1,5_1,1_8
5235,4.33,1225.2,18.9,9_2,2_6
5237,13.55,1225.4,86.2,4_3,2_6
5238,4.84,1225.5,63.4,9_2,1_0
5240,4.12,1225.6,15.4,5_1,1_8
5241,4.81,1225.8,149.2,4_3,1_8
5248,4.44,1227.3,14.0,9_2,2_6
5249,4.92,1227.4,65.7,5_1,3_4
5252,4.21,1227.9,11.9,5_1,1_8
5254,4.28,1227.9,15.7,5_1,1_8
5255,5.0,1228.0,151.7,4_3,1_8
5258,4.62,1228.6,45.6,2_3,3_4
5261,3.88,1229.5,9.0,node2,2_6
5262,4.34,1229.7,18.4,9_2,2_6
5263,4.32,1229.9,14.3,9_2,2_6
5267,5.17,1230.1,44.0,4_3,3_7
5268,4.52,1230.4,60.3,9_2,1_0
5269,3.88,1230.5,10.9,5_1,1_8
5270,4.94,1231.1,68.4,4_3,2_6
5272,4.81,1231.5,23.3,5_1,1_8
5276,4.45,1231.9,14.5,9_2,2_6
5277,4.67,1232.0,19.3,9_2,2_6
5279,4.91,1232.5,11.1,5_1,1_8
5280,4.73,1232.6,14.2,5_1,1_8
5282,4.92,1233.1,148.3,4_3,1_8
5286,3.83,1233.6,15.5,9_2,2_6
5289,4.44,1234.1,15.1,9_2,2_6
5290,4.92,1234.4,70.3,7_3,1_8
5292,4.52,1235.0,11.3,5_1,1_8
5293,4.83,1235.0,19.6,9_2,2_6
5294,6.11,1235.2,68.8,4_3,2_6
5295,4.46,1235.2,14.6,5_1,1_8
5299,4.39,1236.2,15.5,9_2,2_6
5301,5.08,1236.5,19.6,7_3,3_10
5302,4.49,1236.7,15.4,9_2,2_6
5304,4.36,1237.0,20.4,9_2,2_6
5306,5.13,1237.6,67.7,4_3,1_0
5307,4.45,1237.6,20.5,5_1,1_8
5311,4.99,1238.1,66.0,4_3,2_6
5312,4.61,1238.2,16.1,5_1,1_8
5313,4.43,1238.4,10.8,5_1,1_8
5314,4.24,1238.5,15.4,9_2,2_6
5317,4.52,1238.7,16.0,9_2,2_6
5318,4.35,1238.9,20.5,9_2,2_6
5324,4.63,1240.4,16.3,5_1,1_8
5325,4.22,1240.8,10.4,5_1,1_8
5329,4.91,1240.9,144.3,4_3,1_8
5330,4.52,1240.9,15.4,9_2,2_6
5331,4.62,1241.1,20.2,9_2,2_6
5332,4.49,1241.2,16.0,9_2,2_6
5333,3.42,1242.4,38.0,4_3,3_7
5334,4.41,1242.6,28.7,5_1,1_0
5337,4.58,1243.0,20.1,9_2,2_6
5338,4.34,1243.3,9.7,5_1,1_8
5339,4.45,1243.5,16.3,5_1,1_8
5340,4.58,1243.5,16.5,5_1,1_8
5341,4.19,1243.6,20.3,7_3,3_4
5342,4.73,1243.6,53.8,9_2,1_8
5346,4.67,1244.3,10.5,10_3,3_7
5351,5.28,1245.3,19.9,7_3,3_4
5353,4.52,1246.0,19.7,9_2,2_6
5356,4.63,1246.8,47.7,9_2,1_0
5359,4.31,1247.8,15.0,5_1,1_8
5360,4.56,1248.0,14.6,9_2,2_6
5361,4.47,1248.1,10.8,5_1,1_8
5362,4.51,1248.2,13.2,10_3,3_7
5364,4.94,1248.3,46.9,5_1,3_4
5366,4.91,1248.6,60.3,0_1,3_4
5369,4.03,1249.7,18.5,9_2,2_6
5370,4.03,1249.9,10.6,5_1,1_8
5371,5.6,1250.0,52.1,5_1,1_0
5375,4.23,1251.5,13.0,5_1,1_8
5376,4.59,1252.4,10.6,5_1,1_8
5378,4.64,1253.1,18.6,9_2,2_6
5379,3.64,1253.1,11.2,5_1,1_8
5380,4.81,1253.6,64.8,10_3,3_4
5384,4.8,1255.0,62.3,5_1,1_8
5386,5.0,1255.9,124.5,5_1,3_4
5390,5.03,1257.0,63.5,5_1,1_8
5394,4.81,1258.3,63.9,5_1,1_8
5395,4.78,1258.5,124.5,5_1,3_4
5407,4.9,1260.9,62.5,5_1,1_8
5409,2.08,1261.3,1.1,4_3,node3
5412,5.13,1262.3,116.5,5_1,3_4
5415,4.87,1263.5,61.4,5_1,1_8
5430,5.08,1265.9,58.8,5_1,1_8
5432,4.98,1266.0,112.3,5_1,2_3
5434,4.67,1266.4,60.1,5_1,1_8
5436,4.63,1266.4,54.3,9_2,2_6
5438,5.26,1266.6,40.1,0_1,3_4
5452,2.19,1269.9,58.2,5_1,1_8
5453,3.82,1270.2,118.3,5_1,3_4
5457,5.0,1271.0,118.3,4_3,1_8
5460,4.89,1271.2,64.7,7_3,3_10
5470,4.88,1273.3,16.4,4_3,3_7
5471,4.96,1273.4,114.7,10_3,1_0
5479,4.95,1275.0,114.1,7_3,2_6
5484,5.72,1277.0,31.2,4_3,2_6
5486,4.87,1277.2,45.4,9_2,2_6
5491,6.1,1277.8,34.0,9_2,3_4
5495,4.64,1278.9,41.0,9_2,2_6
5502,4.89,1280.5,61.6,7_3,3_10
5509,5.1,1281.3,40.8,9_2,2_6
5511,4.89,1281.5,125.2,9_2,3_7
5512,4.79,1281.6,47.3,9_2,2_6
5513,4.73,1281.8,10.4,2_3,3_4
5518,4.94,1283.2,94.3,0_1,1_8
5522,4.25,1283.6,40.6,9_2,2_6
5524,4.66,1284.4,44.5,9_2,2_6
5531,4.67,1286.0,29.8,9_2,2_3
5536,5.36,1286.9,39.9,9_2,2_6
5542,4.46,1288.8,32.2,9_2,2_6
5545,5.28,1289.3,105.6,0_1,3_4
5550,4.95,1290.8,95.2,10_3,2_6
5561,3.03,1293.7,50.7,7_3,3_10
5565,4.64,1294.8,35.9,9_2,2_6
5571,4.7,1296.7,32.6,9_2,2_6
5576,5.15,1299.3,72.2,4_3,2_6
5584,5.98,1301.2,25.3,9_2,2_6
5599,4.86,1305.6,68.2,4_3,2_6
5600,4.73,1305.7,65.5,9_2,1_0
5604,3.7,1306.4,28.1,9_2,2_6
5614,4.93,1309.8,234.9,4_3,1_0
5620,4.09,1310.8,16.3,5_1,1_8
219,4.98,1313.7,55.8,2_1,1_0
5636,4.69,1314.0,15.8,5_1,1_8
5643,5.04,1315.4,172.1,4_3,2_6
5646,5.0,1316.1,52.9,2_3,3_4
5650,5.1,1316.9,74.9,5_1,3_4
5653,4.58,1317.1,13.8,5_1,1_8
5654,6.39,1317.2,62.6,4_3,3_7
5662,4.82,1318.8,19.4,9_2,2_6
5663,4.23,1319.0,13.8,5_1,1_8
5668,4.93,1319.5,171.7,4_3,2_6
5669,4.63,1319.6,11.7,5_1,1_8
5672,4.77,1320.2,54.1,9_2,1_0
5673,4.89,1320.8,64.8,5_1,3_4
5674,4.84,1321.1,13.7,5_1,1_8
5676,4.55,1321.4,18.2,9_2,2_6
5681,4.81,1321.9,153.8,10_3,2_6
5690,4.28,1323.5,14.6,5_1,1_8
5691,6.55,1323.7,67.3,5_1,2_6
5694,4.45,1324.1,10.9,10_3,3_7
5697,4.33,1324.8,12.5,5_1,1_8
5700,6.44,1325.4,15.4,7_3,3_4
5706,4.57,1326.2,12.3,5_1,1_0
5712,4.71,1326.9,11.4,5_1,1_8
5713,4.15,1327.4,13.0,5_1,1_8
5715,5.01,1327.9,50.1,4_3,3_10
5718,4.5,1328.6,11.9,5_1,1_8
5723,4.63,1329.4,8.4,9_2,2_6
5725,4.5,1329.5,12.9,5_1,1_8
5726,4.16,1329.6,11.8,5_1,1_8
5731,4.61,1330.6,11.1,9_2,2_6
5734,5.34,1330.9,163.5,4_3,2_6
5735,4.23,1330.9,17.7,7_3,3_10
5737,4.94,1331.3,56.4,5_1,3_4
5744,4.85,1332.3,38.7,9_2,3_4
5745,4.39,1332.3,10.7,9_2,2_6
5746,4.32,1332.4,11.2,5_1,1_8
5750,4.71,1333.3,11.3,9_2,2_6
5751,4.84,1333.3,12.1,9_2,2_6
5756,5.1,1333.9,45.6,5_1,2_3
5757,4.24,1334.8,12.0,9_2,2_6
5759,4.71,1335.0,17.1,7_3,3_10
5760,4.57,1335.3,17.8,9_2,2_6
5761,4.21,1335.7,10.3,5_1,1_8
5764,4.73,1335.9,39.8,9_2,1_0
5765,4.99,1335.9,13.1,9_2,2_6
5767,4.68,1336.1,60.2,5_1,3_10
5770,4.92,1336.9,31.6,9_2,3_4
5771,4.35,1337.0,11.5,9_2,2_6
5772,4.85,1337.1,40.9,9_2,1_0
5775,4.12,1337.8,13.2,9_2,2_6
5776,5.07,1337.8,136.5,10_3,2_6
5777,4.64,1337.9,48.2,7_3,1_0
5780,5.89,1338.4,55.3,5_1,3_4
5781,4.23,1338.4,9.9,5_1,1_8
5782,4.24,1338.4,12.0,9_2,2_6
5790,4.62,1340.4,12.0,5_1,1_8
5791,4.25,1340.6,9.5,5_1,1_8
5792,5.48,1340.7,15.8,9_2,2_6
5795,4.7,1341.0,203.7,7_3,2_6
5797,4.24,1341.2,11.9,9_2,2_6
5798,4.12,1341.3,12.8,9_2,2_6
5799,5.99,1341.4,28.8,9_2,3_4
5801,4.13,1341.8,11.9,5_1,1_8
5803,4.13,1342.3,9.1,5_1,1_8
5804,4.2,1342.4,16.1,9_2,2_6
5806,4.37,1342.9,201.8,7_3,2_6
5807,4.5,1342.9,13.1,9_2,2_6
5809,4.71,1343.4,131.0,5_1,3_4
5810,4.4,1343.8,64.1,5_1,1_8
5812,4.32,1344.0,16.1,9_2,2_6
5815,4.7,1344.2,11.6,10_3,3_7
5816,4.54,1344.6,9.2,5_1,1_8
5818,4.78,1345.0,11.3,10_3,3_4
5822,11.5,1345.9,17.3,9_2,2_6
5823,5.12,1346.0,13.6,9_2,2_6
5825,4.69,1346.6,44.9,7_3,1_8
5826,4.02,1346.6,18.2,9_2,2_6
5828,4.96,1347.4,113.2,5_1,2_3
5829,5.06,1347.6,63.6,5_1,1_8
5831,4.25,1348.5,18.3,9_2,2_6
5833,4.15,1348.8,10.4,9_2,2_6
5834,4.11,1348.9,132.1,10_3,1_8
5836,4.51,1349.7,13.5,9_2,2_6
5837,5.02,1349.8,57.6,5_1,1_8
5839,4.42,1349.9,63.5,5_1,1_8
5840,4.56,1350.1,16.2,9_2,2_6
5844,4.2,1350.4,18.5,9_2,2_6
5847,4.87,1351.3,65.1,10_3,3_7
5849,4.5,1351.4,10.9,9_2,2_6
5850,4.86,1351.6,67.9,5_1,1_8
5851,4.62,1351.8,57.5,5_1,1_8
5853,4.63,1352.5,55.8,9_2,2_6
5854,4.5,1352.7,11.9,9_2,2_6
5857,5.21,1353.5,42.9,4_3,1_8
5859,5.14,1353.8,71.4,7_3,3_10
5862,4.66,1354.4,132.5,10_3,1_0
5866,4.55,1355.3,120.7,5_1,3_4
5867,4.9,1355.4,127.6,5_1,2_6
5870,4.67,1356.0,62.6,10_3,3_7
5874,4.5,1357.7,79.9,7_3,3_4
5881,5.61,1359.1,118.8,4_3,1_8
5890,4.96,1361.1,66.8,7_3,3_10
5891,4.7,1361.6,27.5,4_3,3_7
5904,4.67,1365.2,64.5,7_3,3_10
5911,5.02,1368.3,176.4,4_3,2_6
5922,5.14,1371.6,173.1,4_3,3_2
5927,4.94,1374.4,20.0,4_3,3_7
5928,4.78,1374.5,47.9,10_3,3_7
5939,4.74,1378.5,97.6,4_3,1_8
5942,5.19,1379.8,12.3,2_3,3_4
5949,7.88,1381.2,163.5,4_3,3_2
5959,6.08,1383.0,102.7,0_1,2_6
5964,4.95,1385.5,71.8,9_2,3_4
5966,5.23,1385.7,95.4,0_1,3_4
5968,5.05,1386.4,82.3,4_3,3_2
5973,4.55,1387.3,20.9,9_2,2_6
5977,4.76,1387.8,23.3,9_2,2_6
5988,4.92,1389.7,24.9,9_2,2_6
5989,6.16,1389.9,23.5,9_2,2_6
5990,6.09,1389.9,154.8,4_3,3_2
5993,4.98,1390.2,154.5,4_3,3_2
5995,4.41,1390.5,19.9,9_2,2_6
5996,5.3,1390.5,77.2,4_3,2_1
6004,4.93,1391.8,24.2,9_2,2_6
6009,4.36,1393.3,24.1,9_2,2_6
6011,4.64,1393.6,17.4,9_2,2_6
6013,4.61,1393.8,23.5,9_2,2_6
6024,6.07,1396.4,148.3,4_3,3_2
