id,length,start_time,trip_time,edge_start,edge_end
1980,4.53,544.9,55.2,9_2,2_6
1988,5.21,546.7,33.2,0_1,3_4
1990,11.57,547.0,45.1,9_2,node2
1993,4.8,547.3,55.6,5_1,1_8
2002,4.51,549.0,67.6,10_3,3_4
2014,4.83,551.6,122.8,4_3,2_6
2023,4.96,553.4,115.7,0_1,2_6
2027,4.48,554.6,54.2,9_2,2_6
2031,4.55,555.9,63.8,10_3,3_7
2037,5.14,557.5,127.6,4_3,2_6
2052,4.9,561.1,15.4,4_3,3_7
2063,4.79,563.4,15.5,4_3,3_7
2073,4.5,566.0,36.3,9_2,2_6
2086,4.48,570.3,101.8,7_3,1_8
2090,5.16,571.5,16.5,0_1,1_8
2107,4.26,576.0,27.7,9_2,2_6
2111,5.01,577.0,92.5,4_3,1_8
2140,4.64,583.7,25.4,7_3,3_10
2160,4.9,588.1,23.7,7_3,3_10
2168,4.85,589.9,70.1,5_1,3_4
2173,4.95,590.1,62.6,0_1,1_2
2177,4.38,590.5,12.8,5_1,1_8
2179,6.47,590.7,84.9,0_1,3_4
2180,10.69,591.1,11.1,node2,2_6
2183,5.98,591.4,52.7,9_2,3_4
2189,4.76,592.3,20.6,9_2,2_6
2190,4.36,592.6,16.8,5_1,1_8
2191,5.26,592.6,174.7,0_1,3_7
2198,5.0,593.2,57.9,9_2,1_0
2199,4.41,593.2,12.1,5_1,1_8
2200,4.4,593.2,20.9,7_3,3_10
2204,5.1,593.5,48.4,9_2,3_4
2206,4.71,593.9,21.0,9_2,2_6
2208,4.76,594.2,12.9,5_1,1_8
2209,5.05,594.4,150.6,4_3,2_6
2210,4.5,594.5,15.3,9_2,2_6
2216,4.5,595.6,11.6,5_1,1_8
2221,4.48,596.1,10.8,5_1,1_8
2226,4.77,597.1,20.2,9_2,2_6
2227,4.69,597.2,16.0,9_2,2_6
2229,4.58,597.4,16.0,9_2,2_6
2234,4.8,598.1,11.5,5_1,1_8
2235,4.84,598.2,53.8,5_1,2_3
2237,4.56,598.8,11.2,5_1,1_8
2240,4.66,599.3,15.8,9_2,2_6
2241,5.2,599.5,56.1,4_3,3_10
2242,4.51,599.5,19.9,9_2,2_6
2244,4.58,599.7,15.3,9_2,2_6
2251,4.77,600.3,73.0,10_3,1_0
2252,4.3,600.4,16.2,7_3,3_10
2253,5.19,600.5,82.2,0_1,3_4
2254,4.86,600.8,40.4,9_2,3_7
2255,4.54,600.8,12.1,5_1,1_8
2256,5.77,601.0,11.3,5_1,1_8
2257,4.99,601.1,69.8,10_3,1_0
2259,4.78,601.2,15.7,9_2,2_6
2260,4.5,601.2,20.1,9_2,2_6
2263,5.09,601.4,56.6,4_3,3_10
2267,4.48,602.0,13.7,5_1,1_8
2269,4.84,602.3,16.0,9_2,2_6
2275,4.43,602.9,12.0,5_1,1_8
2277,4.64,603.1,20.0,9_2,2_6
2278,12.17,603.6,152.2,4_3,2_6
2280,4.76,603.9,15.1,9_2,2_6
2281,4.87,603.9,42.6,9_2,3_4
2283,4.24,604.5,11.1,5_1,1_8
2286,4.74,605.3,61.3,5_1,3_4
2287,4.75,605.4,11.6,5_1,1_8
2291,5.1,605.9,151.1,4_3,2_6
2292,3.97,606.0,15.4,9_2,2_6
2294,4.4,606.3,15.1,9_2,2_6
2296,3.62,607.1,19.0,9_2,2_6
2297,4.79,607.2,11.2,5_1,1_8
2302,4.17,607.8,14.9,9_2,2_6
2307,4.66,608.4,14.5,5_1,1_8
2308,4.71,608.5,15.8,9_2,2_6
2310,4.36,608.7,11.1,5_1,1_8
2311,5.18,609.2,36.7,9_2,3_4
2317,5.25,609.9,149.4,4_3,2_6
2319,4.22,610.2,11.7,5_1,1_8
2323,4.42,610.5,14.5,9_2,2_6
2326,4.4,610.9,14.6,5_1,1_8
2328,4.57,611.2,15.4,9_2,2_6
2330,4.73,612.0,11.2,5_1,1_8
2332,4.33,612.6,12.5,5_1,1_8
2333,3.64,612.6,15.8,9_2,2_6
2335,5.05,613.2,11.9,5_1,1_8
2336,4.53,613.6,9.9,7_3,3_10
2339,4.65,614.2,16.4,9_2,2_6
2346,4.35,615.1,13.8,9_2,2_6
2347,4.31,615.2,145.8,4_3,2_6
2349,4.95,615.2,74.0,5_1,3_7
2350,4.28,615.3,11.3,5_1,1_8
2351,4.16,616.0,11.7,5_1,1_8
2353,4.9,616.3,13.9,9_2,2_6
2354,4.35,616.7,17.0,9_2,2_6
2356,4.26,616.8,11.4,5_1,1_8
2357,4.2,617.0,13.8,9_2,2_6
2364,4.43,618.7,12.9,9_2,2_6
2365,4.6,618.8,11.1,5_1,1_8
2367,4.58,619.1,11.0,5_1,1_8
2369,5.87,619.6,130.5,7_3,1_0
2372,4.72,620.2,14.6,9_2,2_6
2374,4.35,620.4,15.7,9_2,2_6
2375,4.49,621.2,9.1,5_1,1_8
2376,4.47,621.4,11.0,5_1,1_8
2378,4.64,621.7,13.2,9_2,2_6
2379,5.31,622.5,71.4,7_3,3_4
2380,4.65,623.1,13.4,9_2,2_6
2382,4.51,623.4,10.4,5_1,1_8
2385,4.37,623.8,14.7,9_2,2_6
2386,4.61,623.9,14.0,9_2,2_6
2390,4.13,624.6,8.8,5_1,1_8
2391,4.72,624.7,9.9,5_1,1_8
2394,4.62,625.4,13.4,9_2,2_6
2395,4.52,626.0,17.1,9_2,2_6
2396,4.6,626.0,12.7,9_2,2_6
2397,4.33,626.1,61.2,5_1,1_8
2406,4.51,627.6,12.1,9_2,2_6
2407,3.98,627.6,17.8,9_2,2_6
2408,4.39,627.8,15.2,9_2,2_6
2417,5.24,628.8,68.5,7_3,3_4
2418,4.27,629.2,19.0,9_2,2_6
2419,4.47,629.2,59.5,5_1,1_8
2420,4.42,629.2,16.1,9_2,2_6
2422,4.56,629.6,25.5,9_2,2_6
2427,4.22,631.4,19.6,9_2,2_6
2428,4.22,631.5,15.9,9_2,2_6
2430,4.95,631.6,58.4,9_2,2_6
2431,4.59,631.7,58.8,5_1,1_8
2433,4.18,631.9,56.6,5_1,1_8
2440,4.92,633.9,56.1,5_1,1_8
2444,4.97,634.0,67.4,9_2,2_6
2446,4.68,634.9,105.4,9_2,3_4
2448,4.98,635.0,106.2,5_1,2_3
2452,4.94,635.3,55.8,5_1,1_8
2459,4.49,636.9,52.5,9_2,2_6
2462,5.09,637.2,55.1,5_1,1_8
2463,4.97,637.2,48.9,0_1,3_10
2464,4.99,637.4,62.6,7_3,3_4
2466,4.92,637.7,116.0,5_1,3_4
2470,4.61,638.5,54.3,5_1,1_8
2485,3.77,642.3,113.4,5_1,3_4
2486,5.53,642.4,53.2,5_1,1_8
2495,5.45,643.9,65.8,10_3,3_7
2516,5.0,649.1,63.9,10_3,3_7
2523,4.9,650.6,102.8,4_3,1_8
2526,4.4,651.5,64.3,10_3,3_7
2528,4.94,652.2,11.5,2_3,3_4
2537,4.84,656.1,45.3,7_3,3_4
2540,4.96,657.2,106.2,4_3,2_6
2545,5.2,659.3,59.9,10_3,3_7
2548,2.99,659.5,69.6,7_3,3_4
2550,4.57,659.8,3.6,node2,2_3
2553,4.21,660.6,28.6,9_2,2_6
2560,4.32,663.6,8.5,2_3,3_4
2565,5.07,665.6,104.5,4_3,2_6
2584,4.59,671.9,24.6,7_3,3_10
2585,5.09,672.2,117.7,4_3,2_6
2589,5.18,673.3,81.0,0_1,2_3
2592,5.19,674.2,78.0,4_3,3_10
2600,4.85,675.6,159.0,0_1,2_6
2601,5.01,675.8,163.1,4_3,2_6
2609,4.74,678.6,26.7,9_2,2_6
2611,5.0,679.7,59.4,9_2,3_4
2615,4.94,680.7,17.8,7_3,3_10
2616,5.35,680.9,160.6,4_3,2_6
2617,4.41,681.0,11.9,9_2,2_6
2618,4.42,681.0,13.9,9_2,2_6
2619,10.63,681.2,13.2,5_1,1_8
2626,4.43,682.7,13.5,5_1,1_8
2627,6.04,682.9,58.3,9_2,3_4
2629,4.46,683.4,24.7,9_2,2_6
2633,4.42,684.3,13.7,9_2,2_6
2634,3.7,684.3,13.1,5_1,1_8
2637,5.45,684.7,78.1,4_3,1_8
2638,4.4,684.8,13.3,5_1,1_8
2639,4.38,685.0,12.5,9_2,2_6
2643,4.79,686.3,12.8,9_2,2_6
2648,5.8,687.0,20.4,5_1,1_8
2649,4.35,687.0,12.6,5_1,1_8
2650,4.37,687.4,12.2,5_1,1_8
2652,5.03,687.5,77.3,4_3,1_8
2653,4.61,687.9,13.5,9_2,2_6
2655,4.71,688.6,157.7,4_3,2_6
2656,4.26,688.6,11.5,9_2,2_6
2657,5.79,688.6,23.9,9_2,2_6
2658,4.45,688.8,14.3,9_2,2_6
2659,5.03,689.9,65.8,7_3,1_8
2663,4.43,690.5,55.1,5_1,2_3
2664,4.41,690.6,13.0,5_1,1_8
2665,4.08,690.7,12.8,9_2,2_6
2667,4.47,690.9,10.9,5_1,1_8
2671,4.41,691.8,23.6,9_2,2_6
2672,4.71,691.8,13.8,9_2,2_6
2674,4.48,692.1,10.8,5_1,1_8
2676,4.7,692.4,54.8,5_1,2_6
2677,11.54,692.6,50.6,9_2,3_4
2678,5.16,692.8,39.9,7_3,3_4
2680,4.24,692.9,13.8,9_2,2_6
2681,4.26,693.1,10.6,5_1,1_8
2682,4.4,693.1,59.4,4_3,3_7
2685,4.15,693.7,13.4,9_2,2_6
2690,4.36,695.0,10.2,5_1,1_8
2693,4.66,695.3,23.1,9_2,2_6
2694,5.15,695.4,14.1,9_2,2_6
2695,4.81,695.5,38.5,7_3,3_4
2697,4.59,695.7,12.2,5_1,1_8
2701,4.67,697.1,12.6,9_2,2_6
2703,4.3,697.3,10.1,5_1,1_8
2705,4.26,697.5,12.0,5_1,1_8
2706,5.05,698.1,14.0,9_2,2_6
2707,4.29,698.2,13.0,9_2,2_6
2710,4.53,698.8,12.2,5_1,1_8
2711,4.62,698.8,23.2,9_2,2_6
2715,4.73,699.5,10.2,5_1,1_8
2721,4.62,700.6,12.0,5_1,1_8
2722,3.2,700.6,21.4,10_3,3_7
2723,4.59,700.8,14.7,9_2,2_6
2728,4.91,702.0,55.7,5_1,3_4
2731,4.77,702.7,65.8,0_1,2_6
2734,5.12,703.4,131.0,4_3,1_8
2735,5.31,703.8,9.3,5_1,1_8
2736,4.38,703.8,21.7,9_2,2_6
2737,4.74,703.9,14.0,9_2,2_6
2738,4.22,704.4,11.4,5_1,1_8
2740,4.04,705.3,42.6,5_1,2_3
2741,4.41,705.7,39.1,9_2,3_4
2742,4.73,705.8,21.8,9_2,2_6
2744,4.55,705.9,14.6,9_2,2_6
2750,4.21,707.0,10.7,5_1,1_8
2752,5.04,707.5,43.1,5_1,2_3
2753,5.91,707.5,15.4,9_2,2_6
2754,5.11,707.9,34.7,0_1,1_8
2757,4.44,708.3,9.1,5_1,1_8
2758,4.14,709.0,10.6,5_1,1_8
2762,5.03,710.0,50.3,5_1,3_4
2763,4.73,710.1,15.2,9_2,2_6
2768,4.16,710.7,13.4,10_3,3_7
2770,4.47,711.5,10.4,5_1,1_8
2771,5.04,712.0,35.2,9_2,3_4
2772,4.26,712.1,24.9,9_2,2_6
2773,4.46,712.4,19.0,9_2,2_6
2775,4.35,712.5,13.1,10_3,3_7
2776,4.13,713.2,15.3,9_2,2_6
2780,4.85,713.5,49.0,5_1,3_4
2782,4.06,714.0,9.4,9_2,2_6
2783,5.11,714.0,57.4,9_2,3_7
2784,4.52,715.0,22.2,9_2,2_6
2787,4.39,715.6,61.5,5_1,1_8
2788,4.46,715.6,11.7,10_3,3_7
2789,4.4,715.8,10.3,9_2,2_6
2790,4.86,715.9,15.1,9_2,2_6
2794,4.15,717.2,10.3,9_2,2_6
2795,4.2,717.4,30.9,9_2,2_6
2798,5.66,718.1,15.7,9_2,2_6
2799,4.91,718.2,49.3,7_3,2_6
2801,4.49,718.5,30.4,9_2,3_4
2802,4.56,718.6,10.3,9_2,2_6
2804,4.93,719.0,25.8,9_2,1_0
2811,4.47,720.3,63.1,5_1,1_8
2816,6.41,721.4,136.6,10_3,2_6
2818,4.6,721.9,10.6,9_2,2_6
2820,5.12,722.2,73.0,9_2,2_6
2821,6.11,722.2,49.7,9_2,node2
2825,3.9,722.8,55.7,5_1,1_8
2826,4.54,723.4,73.6,9_2,2_6
2831,4.35,724.2,49.5,9_2,node2
2832,5.38,724.2,85.0,7_3,3_4
2833,4.88,724.3,12.9,9_2,2_6
2837,4.7,726.1,75.3,9_2,2_6
2838,6.29,726.2,114.1,5_1,3_4
2839,4.53,726.6,63.6,9_2,2_6
2846,4.89,727.8,66.8,7_3,3_10
2851,4.3,729.5,75.1,9_2,2_6
2853,5.01,729.6,63.5,9_2,2_6
2864,5.08,731.5,38.4,0_1,3_4
2866,5.27,731.8,54.1,7_3,3_4
2872,3.79,734.5,61.1,9_2,2_6
2876,6.36,736.9,72.2,9_2,2_6
2894,5.03,741.3,9.2,2_3,3_4
2895,4.43,741.3,107.0,4_3,2_6
2911,4.79,744.5,97.7,0_1,1_8
2915,5.76,744.7,106.2,4_3,2_6
2921,4.5,745.7,10.9,2_3,3_4
2926,4.42,746.7,52.1,10_3,3_7
2928,5.24,747.1,40.8,7_3,3_4
2932,4.17,748.1,10.2,2_3,3_4
2934,5.04,748.3,95.7,4_3,1_0
2935,5.28,748.9,28.5,4_3,3_7
2936,5.02,749.3,80.2,9_2,3_4
2937,5.37,749.5,114.5,0_1,2_6
2938,5.1,750.6,46.4,7_3,3_10
2939,5.09,750.7,11.2,2_3,3_4
2949,4.77,752.6,91.1,4_3,2_6
2954,5.04,753.4,60.0,10_3,3_4
2957,4.98,754.4,11.6,2_3,3_4
2958,4.78,755.1,77.2,9_2,3_4
2962,4.75,755.6,44.9,7_3,3_10
2966,4.63,756.2,60.7,10_3,3_7
2974,4.99,760.0,59.2,10_3,3_7
2975,4.91,760.0,20.5,9_2,2_6
3013,5.17,768.5,21.2,7_3,3_4
3016,6.63,769.4,91.7,4_3,2_6
3018,5.15,769.6,82.2,4_3,1_8
3023,5.72,770.2,14.4,9_2,2_6
3025,4.39,770.5,15.0,5_1,1_8
3028,5.98,770.8,62.7,9_2,3_4
3029,5.34,771.2,12.0,node2,2_6
3032,3.79,771.8,82.2,5_1,2_6
3038,3.84,773.3,12.4,node2,2_6
3039,4.56,773.3,11.8,5_1,1_8
3041,5.2,773.8,9.5,5_1,1_8
3043,4.94,773.9,66.9,5_1,3_4
3044,4.73,774.1,16.6,7_3,3_4
3045,4.98,774.5,55.5,9_2,3_4
3055,4.21,775.7,10.8,5_1,1_8
3056,4.55,775.7,21.9,9_2,2_6
3058,4.69,775.8,13.5,9_2,2_6
3063,5.29,776.9,58.3,9_2,3_4
3067,4.23,777.9,11.4,5_1,1_8
3068,5.3,778.0,79.1,4_3,1_8
3069,5.23,778.0,55.2,5_1,2_3
3070,4.41,778.1,8.5,5_1,1_8
3074,4.89,778.4,13.3,9_2,2_6
3075,4.96,778.5,34.2,9_2,2_6
3077,5.49,779.5,138.1,4_3,2_6
3079,4.25,779.6,8.8,5_1,1_8
3081,5.41,779.7,20.2,9_2,2_6
3082,4.89,779.7,51.8,9_2,3_4
3088,4.42,780.8,10.7,5_1,1_8
3092,4.21,782.0,20.0,9_2,2_6
3095,4.62,782.7,33.1,9_2,2_6
3098,5.59,782.9,76.6,4_3,1_8
3099,4.94,783.2,76.8,9_2,3_7
3100,3.99,783.4,8.1,5_1,1_8
3102,4.08,783.5,10.5,5_1,1_8
3107,4.28,784.5,33.6,9_2,2_6
3110,4.6,784.6,20.1,9_2,2_6
3111,4.97,784.9,47.9,9_2,3_4
3114,5.28,785.5,68.1,7_3,2_6
3116,4.38,785.8,9.1,5_1,1_8
3117,4.87,785.9,149.6,4_3,1_8
3119,3.92,787.0,27.3,9_2,2_6
3121,4.63,787.4,13.1,9_2,2_3
3124,4.93,787.6,15.6,7_3,3_10
3125,4.4,787.8,19.6,9_2,2_6
3126,4.66,788.1,9.3,5_1,1_8
3130,6.3,788.5,60.0,4_3,3_10
3133,4.58,789.9,60.2,7_3,1_8
3134,4.14,790.3,12.4,9_2,2_6
3135,4.7,790.4,19.7,9_2,2_6
3136,4.13,790.5,41.5,9_2,1_0
3137,4.23,790.7,9.4,5_1,1_8
3144,4.6,792.4,9.4,5_1,1_8
3145,4.14,792.5,213.2,4_3,1_8
3147,4.88,793.1,29.0,7_3,3_4
3148,5.18,793.2,132.2,4_3,2_6
3149,4.64,793.4,14.2,9_2,2_6
3152,4.4,793.9,20.7,9_2,2_6
3153,4.93,793.9,40.0,9_2,1_0
3154,4.28,794.0,9.5,5_1,1_8
3160,4.38,794.8,9.4,5_1,1_8
3161,4.47,794.9,84.8,10_3,3_7
3163,4.56,795.7,14.6,9_2,2_6
3164,4.58,795.9,9.0,5_1,1_8
3165,4.85,796.2,15.7,7_3,3_10
3167,5.03,796.6,151.1,4_3,1_8
3169,4.49,796.9,9.3,5_1,1_8
3170,4.32,797.1,29.7,9_2,2_6
3171,4.32,797.3,25.3,9_2,2_6
3175,4.86,797.8,58.3,5_1,2_6
3176,4.12,797.9,22.9,10_3,3_7
3178,4.39,798.4,14.9,9_2,2_6
3180,4.61,798.6,10.5,5_1,1_0
3185,4.35,799.0,9.2,5_1,1_8
3186,4.61,799.2,120.8,9_2,1_0
3193,4.99,800.9,36.2,2_3,3_4
3195,4.62,801.1,10.4,5_1,1_0
3198,4.24,801.5,27.4,9_2,2_6
3200,5.37,801.6,41.1,4_3,3_7
3202,4.77,802.0,8.9,5_1,1_8
3204,5.59,802.9,9.0,5_1,1_8
3205,4.89,803.1,13.4,9_2,2_6
3206,4.58,803.4,7.1,5_1,1_8
3207,4.39,803.9,29.0,9_2,2_6
3210,4.59,804.6,13.5,9_2,2_6
3211,4.32,804.8,8.9,5_1,1_8
3212,4.64,804.8,118.8,9_2,1_0
3218,4.63,805.7,63.5,5_1,1_8
3222,4.13,806.7,15.6,9_2,2_6
3223,3.96,806.9,14.0,9_2,2_6
3224,5.07,807.0,10.2,7_3,3_10
3225,5.18,807.0,120.4,4_3,2_6
3226,4.67,807.2,60.1,5_1,1_8
3227,4.68,807.3,74.3,9_2,2_6
3228,4.9,807.5,63.2,5_1,1_8
3232,6.12,808.2,60.4,5_1,1_8
3234,5.85,808.9,123.5,5_1,3_4
3235,4.26,809.2,26.5,9_2,2_6
3248,4.82,811.8,58.0,5_1,1_8
3252,4.7,812.3,60.9,9_2,2_6
3254,10.97,812.5,6.3,9_2,node2
3256,4.08,813.4,71.4,9_2,2_6
3261,4.75,813.8,59.9,9_2,2_6
3265,4.8,814.8,66.3,9_2,2_6
3274,4.7,815.7,144.2,9_2,3_7
3279,4.83,816.7,117.9,5_1,3_4
3282,10.05,817.0,58.2,5_1,1_8
3283,4.68,817.0,98.0,9_2,3_4
3287,12.85,817.4,67.2,node2,2_6
3290,5.08,817.9,118.7,7_3,2_6
3294,5.58,819.1,93.0,9_2,3_4
3298,4.57,820.1,67.1,9_2,2_6
3301,4.78,821.0,59.1,7_3,3_10
3308,4.58,822.0,51.1,5_1,1_8
3316,4.81,823.3,211.1,7_3,1_8
3321,4.62,824.7,112.6,5_1,3_4
3324,4.15,825.6,55.9,10_3,3_7
3328,4.61,826.8,18.0,4_3,3_7
3332,4.82,827.3,32.9,0_1,3_4
3340,5.01,829.6,99.4,4_3,2_6
3341,5.08,829.6,53.1,7_3,3_10
3342,5.11,829.9,193.1,4_3,1_8
3343,4.92,830.0,13.3,0_1,1_8
3355,5.12,832.5,99.5,4_3,2_6
3356,5.1,832.6,191.3,4_3,1_8
3359,5.23,833.4,10.8,2_3,3_4
3361,5.19,835.6,191.7,4_3,1_8
3368,5.28,838.3,15.4,4_3,3_7
3377,4.9,840.0,190.4,4_3,1_8
3382,4.92,841.0,42.9,10_3,3_7
3386,5.16,842.0,188.0,4_3,1_8
3402,4.27,847.1,39.6,10_3,3_7
3412,4.71,851.7,37.3,10_3,3_7
3430,5.28,858.6,177.1,7_3,1_8
3433,4.59,858.9,30.1,9_2,2_6
3436,5.06,860.4,86.9,0_1,2_6
3437,4.87,860.7,51.2,9_2,3_4
3440,4.54,861.4,25.8,9_2,2_6
3442,10.66,861.8,14.4,5_1,1_8
3444,4.38,862.0,22.5,9_2,2_6
3446,4.46,862.6,12.4,5_1,1_8
3452,4.41,864.0,12.8,5_1,1_8
3453,4.49,864.1,27.6,9_2,2_6
3454,4.78,864.2,24.8,9_2,2_3
3455,4.53,864.8,11.8,5_1,1_8
3459,4.54,865.5,59.9,9_2,1_0
3460,5.03,865.5,21.9,9_2,2_6
3465,4.37,866.6,30.1,7_3,3_4
3466,4.84,866.6,71.1,4_3,2_6
3467,4.96,866.7,47.5,9_2,3_4
3472,4.62,867.6,12.7,5_1,1_8
3473,4.25,867.7,10.4,5_1,1_8
3474,4.93,867.9,87.8,4_3,3_10
3480,4.68,869.0,21.7,9_2,2_6
3483,4.67,869.2,22.0,9_2,2_6
3484,5.11,869.2,69.7,5_1,3_4
3485,4.7,869.4,246.5,4_3,1_8
3487,5.28,869.7,70.6,4_3,2_6
3489,4.17,869.9,10.6,5_1,1_8
3491,4.86,870.8,20.0,9_2,2_3
3494,4.52,871.0,9.1,5_1,1_8
3496,4.56,871.0,22.6,9_2,2_6
3498,5.3,871.6,86.6,4_3,3_10
3501,4.47,872.1,9.7,5_1,1_8
3502,4.63,872.2,22.1,9_2,2_6
3505,4.32,872.5,14.6,7_3,3_10
3507,4.29,873.2,20.7,9_2,2_6
3510,4.78,873.9,15.4,10_3,3_4
3511,4.44,874.0,9.6,5_1,1_8
3512,5.09,874.1,46.1,4_3,3_7
3514,3.97,874.4,21.5,9_2,2_6
3515,4.79,874.7,15.5,5_1,1_8
3517,4.44,875.0,9.3,5_1,1_8
3520,4.06,875.3,9.7,5_1,1_8
3521,5.34,875.6,20.7,9_2,2_6
3522,4.69,876.0,18.9,9_2,2_6
3523,4.94,876.5,15.7,10_3,3_4
3524,4.86,876.6,243.7,4_3,1_8
3525,4.44,877.2,20.2,9_2,2_6
3526,4.21,877.9,9.0,5_1,1_8
3529,4.45,878.2,24.1,9_2,2_6
3533,4.68,878.9,18.8,9_2,2_6
3534,4.7,878.9,243.1,4_3,1_8
3536,5.33,879.4,64.2,4_3,2_6
3538,5.16,879.5,15.1,10_3,3_7
3544,4.77,880.9,18.1,9_2,2_6
3545,5.05,881.0,140.2,4_3,1_0
3546,5.25,881.1,38.9,9_2,3_4
3547,4.45,881.2,18.7,9_2,2_6
3548,4.3,881.6,10.2,7_3,3_10
3551,4.31,881.9,9.9,5_1,1_8
3556,4.42,883.0,17.9,9_2,2_6
3558,4.35,883.2,10.0,5_1,1_8
3561,4.63,883.5,10.1,7_3,3_10
3564,5.25,883.9,148.0,4_3,1_8
3565,4.82,884.0,21.5,9_2,2_6
3566,4.85,884.6,43.8,5_1,3_4
3567,5.11,884.6,18.7,9_2,2_6
3571,4.53,885.3,10.0,5_1,1_8
3572,5.05,885.4,32.9,9_2,3_4
3574,4.24,885.8,17.0,9_2,2_6
3575,4.47,886.1,10.3,5_1,1_8
3580,4.44,886.8,21.3,9_2,2_6
3581,5.5,886.8,18.8,9_2,2_6
3583,4.38,886.9,9.7,5_1,1_8
3584,4.37,887.2,10.1,5_1,1_8
3586,5.29,887.3,61.6,4_3,2_6
3592,4.92,888.7,33.1,5_1,2_3
3594,4.34,889.3,9.8,5_1,1_8
3595,4.5,889.4,10.5,5_1,1_8
3596,5.15,889.5,61.3,0_1,2_6
3599,4.85,890.0,59.8,5_1,3_10
3603,4.91,890.8,222.4,7_3,1_8
3607,5.25,891.3,27.1,2_3,3_4
3609,8.33,891.9,32.4,5_1,1_8
3610,4.29,892.1,12.0,5_1,1_8
3611,4.51,892.1,10.5,5_1,1_8
3615,4.99,893.1,32.5,0_1,1_8
3619,3.48,893.4,33.9,4_3,3_7
3623,4.76,893.9,9.6,5_1,1_8
3624,5.11,893.9,47.4,5_1,3_4
3632,4.97,896.1,123.0,5_1,3_4
3633,4.82,896.2,59.1,5_1,1_8
3646,5.3,898.2,64.3,10_3,3_4
3649,4.38,898.4,58.9,5_1,1_0
3650,5.06,898.4,51.5,0_1,3_4
3653,5.29,899.7,58.8,5_1,1_8
3654,4.78,899.8,78.2,5_1,1_8
3657,5.98,900.3,66.9,10_3,3_7
3659,4.62,900.6,55.2,5_1,1_8
3661,4.98,900.7,28.1,0_1,1_8
3667,5.91,901.7,119.8,5_1,3_4
3671,4.66,902.6,57.2,5_1,1_8
3678,4.93,904.3,55.8,5_1,1_8
3679,4.92,904.6,120.9,5_1,3_4
3680,4.61,904.7,56.7,5_1,1_8
3685,5.05,906.7,33.4,0_1,2_3
3689,3.93,907.2,55.9,5_1,1_8
3697,4.8,908.6,54.1,5_1,1_8
3707,4.91,910.6,60.1,7_3,3_10
3708,12.03,910.7,61.8,10_3,3_7
3710,5.0,911.4,117.4,4_3,1_0
3711,5.25,911.4,64.1,7_3,3_4
3723,5.1,914.1,38.7,4_3,2_6
3726,5.17,914.5,58.0,7_3,3_10
3727,5.02,914.5,212.2,4_3,1_8
3737,5.28,917.9,286.7,4_3,1_8
3747,5.39,920.4,16.3,4_3,3_7
3751,5.04,921.9,9.8,2_3,3_4
3765,5.06,924.6,19.3,4_3,3_7
3767,4.58,925.0,36.0,9_2,2_6
3773,4.35,926.6,38.6,5_1,1_8
3776,3.69,927.1,101.2,5_1,3_4
3792,5.52,931.9,43.7,7_3,10_3
3797,5.12,934.2,43.0,7_3,3_10
3799,4.35,934.4,48.1,7_3,3_4
3817,5.04,940.3,11.6,2_3,3_4
223,4.43,943.4,68.7,2_1,1_0
3838,4.85,944.0,13.5,4_3,3_7
3849,4.73,947.8,10.9,9_2,2_6
3850,4.49,947.8,12.8,9_2,2_6
3860,4.52,951.0,12.9,9_2,2_6
3861,4.25,951.1,11.4,9_2,2_6
3864,3.92,953.1,13.1,9_2,2_6
3868,11.54,953.7,6.7,9_2,node2
3870,4.85,954.0,71.7,0_1,2_3
3877,4.78,955.4,10.4,5_1,1_8
3879,4.6,955.6,12.7,9_2,2_6
3883,6.34,956.2,71.5,4_3,2_6
3885,4.85,956.9,41.9,9_2,3_4
3887,4.32,957.1,12.8,9_2,2_6
3888,4.7,957.1,11.9,9_2,2_6
3891,3.94,957.6,9.6,5_1,1_8
3895,4.3,957.9,12.2,9_2,2_6
3898,6.62,958.3,14.2,5_1,1_8
3899,4.6,958.5,13.4,9_2,2_6
3900,4.73,958.9,54.8,9_2,1_0
3902,12.45,959.2,58.2,node2,2_6
3904,4.15,959.5,9.1,5_1,1_8
3910,4.58,961.0,10.2,5_1,1_8
3911,6.31,961.0,38.1,9_2,3_7
3916,4.45,961.6,12.0,9_2,2_6
3917,5.08,961.7,152.7,4_3,1_0
3918,4.76,961.8,13.3,5_1,1_8
3920,4.79,962.1,50.7,5_1,2_3
3922,4.92,962.9,166.4,7_3,1_8
3923,11.25,963.0,12.2,9_2,2_6
3924,4.53,963.0,11.8,9_2,2_6
3928,4.13,964.2,12.4,5_1,1_8
3930,4.34,964.8,9.0,5_1,1_8
3934,5.06,965.7,33.6,9_2,3_4
3935,4.45,966.2,12.2,5_1,1_8
3938,4.65,966.4,10.6,9_2,2_6
3942,4.28,966.8,12.5,9_2,2_6
3944,4.28,967.3,9.6,5_1,1_8
3945,4.92,967.3,19.9,7_3,3_10
3950,4.57,968.9,12.3,9_2,2_6
3953,4.54,969.0,11.2,5_1,1_8
3959,4.55,970.5,10.0,5_1,1_8
3962,4.45,971.2,16.7,5_1,1_0
3964,5.17,971.6,46.6,4_3,3_7
3967,4.29,972.7,9.6,5_1,1_8
3973,4.69,974.1,20.0,5_1,1_0
3976,5.43,974.8,45.9,4_3,3_7
3978,5.1,975.2,39.0,5_1,2_3
3980,5.15,975.5,52.0,0_1,2_3
